Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
BMG;VIS B (VIERGE);Sonde de température;;CBMG0026;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS B (VIERGE);Sonde de température;;CBMG0027;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0028;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0029;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0030;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0031;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0032;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS D (ADHÉSIF);Sonde de température;;CBMG0033;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0034;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0035;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0036;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0037;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0038;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;VIS C (DÉCOR);Sonde de température;;CBMG0039;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;ZONE F (EVOH);Manomètre à aiguille;;CBMG0040;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;4131047444;
BMG;ZONE F (EVOH);Manomètre à aiguille;;CBMG0041;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;4131047444;
BMG;ZONE REFROIDISSEMENT MACHINE;Manomètre à aiguille;;CBMG0042;0/+16 bar;± 1% RV;;Non soumis à l'étalonnage;;;;88020583;
BMG;ZONE REFROIDISSEMENT MACHINE;Manomètre à aiguille;;CBMG0043;0/+16 bar;± 1% RV;;Non soumis à l'étalonnage;;;;88020583;
BMG;ZONE REFROIDISSEMENT MACHINE;Manomètre à aiguille;;CBMG0044;0/+16 bar;± 1% RV;;Non soumis à l'étalonnage;;;;88020583;
BMG;SOUFFLAGE \BALAYAGE N°1;Manomètre à aiguille;;CBMG0045;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;413106586;
BMG;SOUFFLAGE \BALAYAGE N°2;Manomètre à aiguille;;CBMG0046;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;413106586;
BMG;SOUFFLAGE \BALAYAGE N°3;Manomètre à aiguille;;CBMG0047;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;413106586;
BMG;SOUFFLAGE \BALAYAGE N°4;Manomètre à aiguille;;CBMG0048;0/+16 bar;±1,6% RV;;Non soumis à l'étalonnage;;;;/;
BMG;ZONE AIR COMPRIMÉ;Manomètre à aiguille;;CBMG0049;0/+25 bar;±0,5 bar;;Non soumis à l'étalonnage;;;;/;
BMG;\;Sonde de température;;CBMG0050;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Sonde de température;;CBMG0051;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0052;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0053;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0054;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0055;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0056;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Régulateur de température;;CBMG0057;25/+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Sonde de température;;CBMG0058;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;\;Sonde de température;;CBMG0059;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;;Sonde de température;;CBMG0060;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;;Sonde de température;;CBMG0061;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;;Sonde de température;;CBMG0062;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;;Sonde de température;;CBMG0063;180°C /+200 °C;± 7 °C;;Réformé;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0064;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0065;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0066;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0067;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0068;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;LECTURE SUR PC (IR-0029);Chaîne de mesure de pression;;CBMG0069;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0070;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0071;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0072;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0073;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0074;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;JAUGE DE PRESSION (IR-0029);Chaîne de mesure de pression;;CBMG0075;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;EAU GÉNÉRAL;Chaîne de mesure de température;;CBMG0076;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;EAU MOULE GAUCHE;Chaîne de mesure de température;;CBMG0077;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;EAU MOULE DROIT;Chaîne de mesure de température;;CBMG0078;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;MOULE DROIT;Débitmètre;;CBMG0079;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;MOULE GAUCHE;Débitmètre;;CBMG0080;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;GROUPE DE REGULE;Chaîne de mesure de température;;CBMG0081;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;GROUPE PRINCIPAL;Chaîne de mesure de température;;CBMG0082;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;AIR GÉNÉRALE;Capteur de pression;;CBMG0083;-1/10 Bar;+/- 0,5% RV;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°1;Chaîne de mesure de température;;CBMG0084;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°2;Chaîne de mesure de température;;CBMG0085;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°3;Chaîne de mesure de température;;CBMG0086;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°4;Chaîne de mesure de température;;CBMG0087;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°1;Capteur de pression;;CBMG0088;0/25 bars;+/- 0,2 bar;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°2;Capteur de pression;;CBMG0089;0/25 bars;+/- 0,2 bar;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°3;Capteur de pression;;CBMG0090;0/25 bars;+/- 0,2 bar;;Non soumis à l'étalonnage;;;;SANS;
BMG;SOUFFLAGE \BALAYAGE N°4;Capteur de pression;;CBMG0091;0/25 bars;+/- 0,2 bar;;Non soumis à l'étalonnage;;;;SANS;
BMG;N°1\ SOUFFLAGE N°1;Capteur de pression;;CBMG0092;-1/10 Bar;+/- 0,5% RV;;Non soumis à l'étalonnage;;;;SANS;
BMG;N°1 \ N°2;Capteur de pression;;CBMG0093;-1/10 Bar;+/- 0,5% RV;;Non soumis à l'étalonnage;;;;SANS;
BMG;N°2\ DEMI COQUILLE SUP;Capteur de débit;;CBMG0094;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;N°2\ DEMI COQUILLE INF;Capteur de débit;;CBMG0095;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;\;Balance;;CBMG0096;0 / 50 kg ;±100g;Conforme;En service;16/06/2021 14:14:41;16/06/2023 14:14:41;24 Mois;B510678268;
BMG;\;masse;;CBMG0097;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
BMG;FRIGOT;Chaîne de mesure de température;;CBMG0098;40/160°C;+/- 2°C;;Non soumis à l'étalonnage;;;;SANS;
BMG;GENERATEUR DU FRIGOT;Chaîne de mesure de température;;CBMG0099;40/160°C;+/- 2°C;;Non soumis à l'étalonnage;;;;SANS;
BMG;GENERATEUR DU FRIGOT;Capteur de débit;;CBMG0100;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;MATIÈRE PIOVAN;Capteur de niveau;;CBMG0101;/;/;;Réformé;;;;SANS;
BMG;SECHEUR;Chaîne de mesure de température;;CBMG0102;40/ +80°C;+/- 2°C;;Non soumis à l'étalonnage;;;;SANS;
BMG;SECHEUR;Hygromètre;;CBMG0103;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;SERVANTE;Pied à coulisse;;CBMG0104;0/150mm;tolérance constructeur;;Non soumis à l'étalonnage;;;;sans;
ASS;ARMOIRE;Pied à coulisse;;CBMG0105;0/ 300mm;tolérance constructeur;;Non soumis à l'étalonnage;;;;sans;
BMG;SERVANTE;Jauge de profondeur;;CBMG0106;0/300mm;tolérance constructeur;;Sommeil;;;;SANS;
BMG;ARMOIRE;Masse étalon;;CBMG0108;1kgM) 2 kgM1) 2 kgM2);tolérance constructeur;Conforme;Sommeil;09/05/2018 17:09:29;09/05/2023 17:09:29;60 Mois;SANS;
BMG;N°1 \ BALAYAGE N°1;Capteur de pression;;CBMG0109;-1/10 Bar;+/- 0,5% RV;;Non soumis à l'étalonnage;;;;4122249;
BMG;N°1 \ BALAYAGE N°2;Capteur de pression;;CBMG0110;-1/10 Bar;+/- 0,5% RV;;Non soumis à l'étalonnage;;;;2626864;
BMG;VIS B (VIERGE);Sonde de température;;CBMG0111;180°C /+200 °C;± 7 °C;;Non soumis à l'étalonnage;;;;SANS;
BMG;PRESSE;Four thermostaté;;CBMG0112;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;F,BAJOR;Mesureur d'épaisseur;;CBMG0113;/;/;;Non soumis à l'étalonnage;;;;SANS;
BMG;ARMOIRE;Trusquin;;CBMG0114;Moyen dapproche450mm;tolérance constructeur;;Sommeil;;;;SANS;
CAL;BENCH 4;Oscilloscope;;CCAL0002;GAMME CONSTRUCTEUR; TOLERANCE CONSTRUCTEUR;Conforme;En service;22/07/2022 00:00:00;22/07/2023 00:00:00;12 Mois;my54230681;
CAL;BENCH 3;Générateur de tension;;CCAL0003; GAMME CONSTRUCTEUR; TOLERANCE CONSTRUCTEUR;Conforme;En service;29/07/2021 15:27:23;29/07/2023 15:27:23;24 Mois;/;
CAL;BENCH 3;Alimentation stabilisée;;CCAL0004;0/5V0/30V;5V +/-5%30V +/-5%;Conforme;Alerte Etalonnage/Vérification;29/10/2020 16:49:25;29/10/2022 16:49:25;24 Mois;MY54080008;"11/02/2019:

Voie 1 Hors service.

"
CAL;BENCH 2;Alimentation stabilisée;;CCAL0005;0/5V0/30V;5V +/- 5%30V +/-5%;;Non soumis à l'étalonnage;;;;MY54200009;
CAL;BENCH 1;Alimentation stabilisée;;CCAL0006;0/5V 0/30V;5V +/- 5%30V +/-5%;;Non soumis à l'étalonnage;;;;MY54200011;
CAL;BENCH;Alimentation stabilisée;;CCAL0007;0/5V0/30V;5V +/- 5%30V +/-5%;Conforme;Alerte Etalonnage/Vérification;29/10/2020 16:46:42;29/10/2022 16:46:42;24 Mois;MY54340018;
CAL;BENCH;Alimentation stabilisée;;CCAL0008;0/5V0/30V;5V +/- 5%30V +/-5%;Conforme;Alerte Etalonnage/Vérification;28/10/2020 16:31:47;28/10/2022 16:31:47;24 Mois;MY54340019;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0009;0/30A;0/30A +/- 1%;Conforme;Alerte Etalonnage/Vérification;22/12/2020 00:00:00;22/12/2022 00:00:00;24 Mois;SANS;
CAL;PROTO ASSEMBLAGE;Pince ampèremétrique;;CCAL0010;0/30A;+/- 0,37A;Conforme;En service;29/12/2021 00:00:00;29/12/2023 00:00:00;24 Mois;SANS;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0011;0/30A;+/- 0,37A;;Réformé;;;;SANS;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0012;0/30A;+/- 0,37A;Conforme;Alerte Etalonnage/Vérification;22/12/2020 00:00:00;22/12/2022 00:00:00;24 Mois;SANS;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0013;0/30A;+/- 0,37A;Conforme;Alerte Etalonnage/Vérification;22/12/2020 00:00:00;22/12/2022 00:00:00;24 Mois;SANS;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0014;0/30A;+/- 0,37A;Conforme;Alerte Etalonnage/Vérification;30/10/2020 00:00:00;30/10/2022 00:00:00;24 Mois;SANS;
CAL;ARMOIRE;Capteur de pression;;CCAL0015;0/10 bar;+/- 0,1% FS;;Réformé;;;;4166082;
CAL;ARMOIRE;Capteur de pression;;CCAL0016;0/10 bar;+/- 0,1% FS;;Réformé;;;;SANS;
CAL;ARMOIRE;Capteur de pression;;CCAL0017;0/10 bar;+/- 0,1% FS;;Réformé;;;;3874434;
CAL;ARMOIRE;Capteur de pression;;CCAL0018;0/10 bar;+/- 0,1% FS;;Perdu;;;;SANS;
CAL;ARMOIRE;Multimètre;;CCAL0019;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;En service;29/12/2021 00:00:00;29/12/2022 00:00:00;12 Mois;JKM9348;
CAL;ARMOIRE;Multimètre;;CCAL0020;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;Conforme;Alerte Etalonnage/Vérification;10/12/2020 00:00:00;10/12/2022 00:00:00;24 Mois;SANS;
CAL;BENCH 4;Alimentation stabilisée;;CCAL0021;0/52V 1500W;+/-1%;Conforme;Alerte Etalonnage/Vérification;27/10/2020 14:40:27;27/10/2022 14:40:27;24 Mois;10084769;
CAL;BENCH 3;Alimentation stabilisée;;CCAL0022;0/52V 1500W;+/-1%;Conforme;En service;29/10/2021 14:23:17;29/10/2023 14:23:17;24 Mois;10091592;
CAL;BENCH 1;Alimentation stabilisée;;CCAL0023;0/52V 1500W;+/-1%;Conforme;En service;22/09/2022 11:50:18;22/09/2024 11:50:18;24 Mois;10128164;
CAL;BENCH 2;Alimentation stabilisée;;CCAL0024;0/52V 1500W;+/-1%;Conforme;Alerte Etalonnage/Vérification;02/11/2020 16:22:33;02/11/2022 16:22:33;24 Mois;10129780;
CAL;;Alimentation stabilisée;;CCAL0025;;;;Réformé;;;;151600257;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0026;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Cane case xl;;CCAL0027;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;007129-067625;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0028;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0029;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0030;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0031;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0032;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0033;Approach Device;Approach Device;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Interface de communication;;CCAL0034;compact DAQ;tolérance constructeur;;Perdu;;;;SANS;
CAL;ARMOIRE;NI 9219;;CCAL0035;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;Conforme;En service;18/10/2021 00:00:00;18/10/2024 00:00:00;36 Mois;19B7EB9;
CAL;J. SCHAFFO;NI 9401;;CCAL0036;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;19BEA3D;
CAL;ARMOIRE;NI 9219;;CCAL0037;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;Conforme avec restriction;Etalonnage/Vérification en cours;22/12/2016 09:59:46;22/12/2019 09:59:46;36 Mois;19B227A;
CAL;ARMOIRE;Interface de communication;;CCAL0038;compact DAQ;compact DAQ;Conforme;En service;24/02/2021 00:00:00;24/02/2024 00:00:00;36 Mois;19AA271;
CAL;ARMOIRE;ni 9263;;CCAL0039;compact DAQ;compact DAQ;Conforme;En service;15/12/2021 00:00:00;15/12/2024 00:00:00;36 Mois;19AA276;
CAL;EMILIE;NI 9401;;CCAL0040;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;19C0CBE;
CAL;ARMOIRE;Interface de communication;;CCAL0041;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
CAL;J. SCHAFFO;NI 9401;;CCAL0042;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;172151F;
CAL;BENCH 2;NI 9219;;CCAL0043;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;;Non soumis à l'étalonnage;;;;16F0D6A;
CAL;BENCH 3;NI 9215;;CCAL0044;compact DAQ;+/-0,2%.U+0,003 V;;Perdu;;;;SANS;
CAL;BENCH 3;ni 9263;;CCAL0045;compact DAQ;tolérance constructeur;;Perdu;;;;SANS;
CAL;BENCH 3;Interface de communication;;CCAL0046;compact DAQ;tolérance constructeur;;Perdu;;;;SANS;
CAL;BENCH 4;Interface de communication;;CCAL0047;± 10V;± 0,1% RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;17374B2;
CAL;BENCH 4;Interface de communication;;CCAL0048;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;Conforme;Etalonnage/Vérification en cours;28/10/2020 00:00:00;28/10/2023 00:00:00;36 Mois;149175C;
CAL;BENCH 4;NI 9401;;CCAL0049;gammes constructeur;tolérance constructeur;;Non soumis à l'étalonnage;;;;17214C2;
CAL;ARMOIRE;Charge électrique;;CCAL0050;0,1/100 ohms;Resistance mode +/- 0,5%;Conforme;Alerte Etalonnage/Vérification;15/12/2020 11:24:42;15/12/2022 11:24:42;24 Mois;416337;
CAL;ARMOIRE;Charge électrique;;CCAL0051;0,1/100 ohms;Resistance mode +/- 0,5%;;Réformé;;;;416338;
CAL;ARMOIRE;Charge électrique;;CCAL0052;0,1/100 ohms;Resistance mode +/- 0,5%;;Réformé;;;;416340;
CAL;ARMOIRE;Charge électrique;;CCAL0053;0,1/100 ohms;Resistance mode +/- 0,5%;Conforme;Alerte Etalonnage/Vérification;12/11/2020 16:36:33;12/11/2022 16:36:33;24 Mois;41530;
CAL;ARMOIRE;Capteur de pression;;CCAL0054;0/10 bar;+/- 0,1% FS;;Perdu;;;;SANS;
CAL;;Sonde de température;;CCAL0055;-40/+100 °C;±2 °C;;Réformé;;;;SANS;
CAL;;Sonde de température;;CCAL0056;;;;Perdu;;;;SANS;
CAL;;Balance;;CCAL0057;;;;Réformé;;;;SANS;
CAL;\;Enceinte climatique;;CCAL0058;-40/45°C;± 2°C;Conforme;En service;17/01/2022 09:49:21;17/01/2024 09:49:21;24 Mois;59226124850010;"16/06/2021: intervention de la maintenance, attente devis de réparation.

Utilisation avec thermocouple."
CAL;ARMOIRE;Alimentation stabilisée;;CCAL0059;0/52V 1500W;+/-1%;Conforme;En service;15/04/2021 13:09:47;15/04/2023 13:09:47;24 Mois;10128169;
ASS;ADM;Alimentation stabilisée;;CCAL0060;0/52V 1500W;+/-1%;;Réformé;;;;SANS;
CAL;GENERIC BENCH1;Alimentation stabilisée;;CCAL0061;0/52V 1500W;+/-1%;Conforme;En service;22/09/2022 10:48:00;22/09/2024 10:48:00;24 Mois;;
CAL;GENERIC BENCH1;Alimentation stabilisée;;CCAL0062;0/52V 1500W;+/-1%;Conforme;Alerte Etalonnage/Vérification;28/10/2020 15:20:39;28/10/2022 15:20:39;24 Mois;10091593;
CAL;GENERIC BENCH2;Alimentation stabilisée;;CCAL0063;0/52V 1500W;+/-1%;;Non soumis à l'étalonnage;;;;10072260;
CAL;GENERIC BENCH2;Alimentation stabilisée;;CCAL0064;0/45V 1500W;+/-1%;Conforme;En service;28/06/2021 11:33:04;28/06/2023 11:33:04;24 Mois;10065089;
CAL;AMETHYS BENCH 1;Alimentation stabilisée;;CCAL0065;0/52V 1500W;+/-1%;Conforme;En service;28/05/2021 14:40:31;28/05/2023 14:40:31;24 Mois;10088785;
CAL;AMETHYS BENCH 1;Alimentation stabilisée;;CCAL0066;0/52V 1500W;+/-1%;Conforme;En service;27/05/2021 09:51:38;27/05/2023 09:51:38;24 Mois;SANS;
CAL;AMETHYS BENCH 2;Alimentation stabilisée;;CCAL0067;0/52V 1500W;+/-1%;;Pas d'intervention enregistrée;;;;SANS;
CAL;AMETHYS BENCH 2;Alimentation stabilisée;;CCAL0068;0/52V 1500W;+/-1%;Conforme;En service;28/05/2021 11:24:10;28/05/2023 11:24:10;24 Mois;SANS;
CAL;;Sonde de température;;CCAL0069;;;;Perdu;;;;SANS;
CAL;ARMOIRE;Multimètre;;CCAL0070;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Non soumis à l'étalonnage;;;;SANS;
CAL;ARMOIRE;Multimètre;;CCAL0071;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Perdu;;;;SANS;
CAL;ARMOIRE;Multimètre;;CCAL0072;According Manufacturer SpecTo be defined;According Manufacturer SpecTo be defined;;Perdu;;;;SANS;
CAL;ARMOIRE;Pince ampèremétrique;;CCAL0073;0/30A;0/30A +/- 1%;;Réformé;;;;SANS;
CAL;ARMOIRE;VN 1640;;CCAL0074;CANOE License;CANOE License;;Réformé;;;;SANS;
CAL;ARMOIRE;VN 1640;;CCAL0075;CANOE License;CANOE License;;Réformé;;;;SANS;
CAL;ARMOIRE;VN 1640;;CCAL0076;CANOE License;CANOE License;;Réformé;;;;na;
CAL;ARMOIRE;VN 1640;;CCAL0077;CANOE License;CANOE License;;Réformé;;;;SANS;
CAL;ARMOIRE;Outil de communication CAN;;CCAL0078;Picoscope 5000 Serie;Picoscope 5000 Serie;;Réformé;;;;SANS;
CAL;;Alimentation stabilisée;;CCAL0079;;;;Réformé;;;;SANS;
CAL;BANC TOELLNER;Générateur de puissance;;CCAL0080;TOE 8825;REVOIR TOLERANCE CONSTRUCTEUR;;Non soumis à l'étalonnage;;;;25949;
CAL;ARMOIRE;Oscilloscope;;CCAL0081;DLM2024;REVOIR TOLERANCE CONSTRUCTEUR;Conforme;En service;20/07/2022 00:00:00;20/07/2024 00:00:00;24 Mois;91PB28006;
CAL;ARMOIRE;Oscilloscope;;CCAL0082;DLM2024;REVOIR TOLERANCE CONSTRUCTEUR;Conforme;En service;20/07/2022 00:00:00;20/07/2024 00:00:00;24 Mois;97PB28005;
CAL;BATTERY CELL EMULATION BENCH;Alimentation stabilisée;"Identification : CCAL0210, N° de Série : 1B946F1
Identification : CCAL0311, N° de Série : 198856C-01L1C4C3F4";CCAL0083;0/52V 1500W;+/-1%;Conforme;En service;13/01/2022 15:45:27;13/01/2024 15:45:27;24 Mois;10126048;
CAL;BATTERY CELL EMULATION BENCH;Alimentation stabilisée;"Identification : CCAL0210, N° de Série : 1B946F1
Identification : CCAL0310, N° de Série : 198856C-01L1C4C3E6";CCAL0084;0/52V 1500W;+/-1%;Conforme;En service;13/01/2022 14:49:03;13/01/2024 14:49:03;24 Mois;10154187;
CAL;ARMOIRE;Alimentation stabilisée;;CCAL0085;0/52V 1500W;+/-1%;;Réformé;;;;SANS;
CAL;J. SCHAFFO;NI 9263;;CCAL0086;± 10V;± 0,1% RV;;Non soumis à l'étalonnage;;;;1A24F98;
CAL;ARMOIRE;NI 9401;;CCAL0087;REVOIR GAMME CONSTRUCTEUR;REVOIR TOLERANCE CONSTRUCTEUR;;Non soumis à l'étalonnage;;;;175BBC3;
CAL;ARMOIRE;NI 9205;;CCAL0088;-10/10 V-5/5 V-1/1 V-0,2/0,2 V;± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV;;Perdu;;;;1903748;
CAL;ARMOIRE;NI 9205;;CCAL0089;-10/10 V-5/5 V-1/1 V-0,2/0,2 V;± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV;;Perdu;;;;173A810;
CAL;ARMOIRE;NI 9472;;CCAL0090;compact DAQ NI9472;tolérance constructeur;;Non soumis à l'étalonnage;;;;sans;
