Code;Identification;Désignation complète;Avis
PLAST-60;CCAL0083;Stabilised power supply / 0/52V 1500W (Tol:+/-1%);Conforme
PLAST-60;CCAL0084;Stabilised power supply / 0/52V 1500W (Tol:+/-1%);Conforme
PLAST-60;CCAL0085;Stabilised power supply / 0/52V 1500W (Tol:+/-1%);Voir résultats dans Certificat
PLAST-60;CCAL0086;NI 9263 / ± 10V (Tol:± 0,1% RV);Conforme
PLAST-60;CCAL0087;NI 9401 / REVOIR GAMME CONSTRUCTEUR (Tol:REVOIR TOLERANCE CONSTRUCTEUR);Voir résultats dans Certificat
PLAST-60;CCAL0088;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0089;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0090;NI 9472 / compact DAQ NI9472 (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0091;NI 9474 / compact DAQ NI9474 (Tol:tolérance constructeur);Voir résultats dans Certificat
PLAST-60;CCAL0092;NI 9401 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0093;NI 9401 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0094;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0095;NI 9401 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0096;NI 9477 - According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0097;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Voir résultats dans Certificat
PLAST-60;CCAL0098;NI 9264 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0099;NI 9269 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0100;NI 9269 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0101;NI 9264 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0102;NI 9401 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0103;NI 9477 / compact DAQ NI9477 (Tol:tolérance constructeur);Voir résultats dans Certificat
PLAST-60;CCAL0104;NI 9477 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0105;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0106;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0107;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0108;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0110;NI 9401 / compact DAQ NI9401 (Tol:tolérance constructeur);Voir résultats dans Certificat
PLAST-60;CCAL0112;Communication tool CAN / compact DAQ NI9474 (Tol:tolérance constructeur);Voir résultats dans Certificat
PLAST-60;CCAL0114;NI 9263 / -10/10 V (Tol:± 0,1% RV);Conforme
PLAST-60;CCAL0115;"NI 9219 / -60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mV (Temp) (Tol:± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV)";Conforme
PLAST-60;CCAL0116;NI 9401 - According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0117;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0124;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Voir résultats dans Certificat
PLAST-60;CCAL0126;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Voir résultats dans Certificat
PLAST-60;CCAL0127;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0129;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Voir résultats dans Certificat
PLAST-60;CCAL0130;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0131;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Voir résultats dans Certificat
PLAST-60;CCAL0132;NI USB 6211 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0133;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0134;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0135;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0136;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0142;Inclinometer / 0 / 90 ° (Tol:± 0,15 °);Conforme
PLAST-60;CCAL0143;NI 9401 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0144;NI 9263 / -10/10 V (Tol:± 0,1% RV);Conforme
PLAST-60;CCAL0145;Stabilised power supply / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0146;Stabilised power supply / 0/52V 1500W (Tol:+/-1%);Conforme
PLAST-60;CCAL0147;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0148;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0149;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0150;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0151;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0152;Pressure calibration / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0153;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0154;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0155;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0156;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0157;Stabilised power supply / 0/52V 1500W (Tol:+/-1%);Conforme
PLAST-60;CCAL0158;NI 9263 / ± 10V (Tol:± 0,1% RV);Voir résultats dans Certificat
PLAST-60;CCAL0159;Scale Numérique 0/30 kg (Tol:± 1 g);Conforme
PLAST-60;CCAL0160;Stabilised power supply / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0161;Thermostatic bath / 23/80°C (Tol:+/- 1°C);Conforme
PLAST-60;CCAL0162;Thermostatic bath / 23/80°C (Tol:+/- 1°C);Conforme
PLAST-60;CCAL0163;Ad scan / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);
PLAST-60;CCAL0164;Temperature recorder / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0165;Temperature recorder / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Non conforme
PLAST-60;CCAL0166;Ad scan / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0167;Ad scan / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0168;Ad scan / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0169;Temperature recorder / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0171;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0173;Temperature recorder / -100/1300°C (Tol:1 %);Voir résultats dans Certificat
PLAST-60;CCAL0181;Temperature recorder / -100/1300°C (Tol:1 %);Voir résultats dans Certificat
PLAST-60;CCAL0182;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0183;Temperature recorder / -100/1300°C (Tol:1 %);Voir résultats dans Certificat
PLAST-60;CCAL0184;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0185;Multimter Analogique et numérique According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0186;Multimeter Analogique et numérique According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Voir résultats dans Certificat
PLAST-60;CCAL0187;Multimeter Analogique et numérique According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Non conforme
PLAST-60;CCAL0188;Scale Numérique 0/ +8 Kg (Tol:± 0,1 g);Conforme
PLAST-60;CCAL0189;Scale Numérique 0/ +30 Kg (Tol:± 1 g);Conforme
PLAST-60;CCAL0190;Scale Numérique 0/ +30 Kg (Tol:± 1 g);Conforme
PLAST-60;CCAL0191;Scale Numérique 0/ +30 Kg (Tol:± 1 g);Conforme
PLAST-60;CCAL0193;Pressure sensor / 0/ +70 bar S (Tol:± 58,23 mV);Voir résultats dans Certificat
PLAST-60;CCAL0194;Pressure sensor / 0/ +35 bar S (Tol:± 55,56 mV);Voir résultats dans Certificat
PLAST-60;CCAL0195;Temperature sensor type K -40/+100 °C (Tol:± 2,5 °C);Conforme
PLAST-60;CCAL0196;Temperature sensor type K -40/+100 °C (Tol:± 2,5 °C);Conforme
PLAST-60;CCAL0197;Temperature sensor type K -40/+100 °C (Tol:± 2,5 °C);Conforme
PLAST-60;CCAL0200;NI 9263 / ± 10V (Tol:± 0,1% RV);Conforme
PLAST-60;CCAL0201;NI 9263 / ± 10V (Tol:± 0,1% RV);Conforme
PLAST-60;CCAL0207;NI USB X SERIES DAQ / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0208;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0218;Refractometer / 0/ 54,2% (Tol:± 0,3 %);Conforme
PLAST-60;CCAL0219;Refractometer / 0/ 54,2% (Tol:± 0,3 %);Non conforme
PLAST-60;CCAL0220;Temperature recorder / 0/ 400°C (Tol:1 %);Non conforme
PLAST-60;CCAL0221;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0222;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0223;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0224;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0225;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0226;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0227;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0228;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0229;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0230;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0231;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0232;Temperature recorder / 0/ 400°C (Tol:1 %);Non conforme
PLAST-60;CCAL0233;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0234;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0235;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0236;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0237;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0238;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0239;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0240;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0241;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Non conforme
PLAST-60;CCAL0242;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0243;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0244;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0245;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0246;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0247;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0252;Temperature refence / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0253;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0254;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0255;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0256;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0257;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0259;Stabilised power supply / 0/30V 1000W (Tol:+/- 1%);Conforme
PLAST-60;CCAL0260;Stabilised power supply / 0/30V 1000W (Tol:+/- 1%);Voir résultats dans Certificat
PLAST-60;CCAL0261;Stabilised power supply / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Non conforme
PLAST-60;CCAL0262;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0263;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Voir résultats dans Certificat
PLAST-60;CCAL0264;Oscilloscope / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0265;Oscilloscope / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0268;Temperature sensor / -40/100°C (Tol:+/- 0,15% RV);Conforme
PLAST-60;CCAL0269;Temperature sensor / -40/100°C (Tol:+/- 0,15% RV);Conforme
PLAST-60;CCAL0270;Clamb ammeter / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0271;Differential probe / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0273;Box Ad scan 4 voies gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0281;scale Numérique 20 /3200g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0282;scale Numérique 500 /3000g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0283;Multimeter Analogique et numérique gammes constructeur (Tol:TOLERANCE CONSTRUCTEUR);Conforme
PLAST-60;CCAL0284;Multimeter Analogique et numérique gammes constructeur (Tol:TOLERANCE CONSTRUCTEUR);Conforme
PLAST-60;CCAL0304;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0305;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0306;Ad scan / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0307;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0308;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0309;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0310;NI 9263 / -10/10V (Tol:± 0,1 %);Conforme
PLAST-60;CCAL0311;NI 9263 / -10/10V (Tol:± 0,1 %);Conforme
PLAST-60;CCAL0312;NI 9263 / -10/10V (Tol:± 0,1 %);Conforme
PLAST-60;CCAL0313;NI 9263 / -10/10V (Tol:± 0,1 %);Conforme
PLAST-60;CCAL0318;Current probe De courant gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0319;Current probe De courant gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0320;Differentiel probe Différentielle gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0321;Differentiel probe Différentielle gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0322;scale Numérique 20 /3000g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0323;scale Numérique 500 /3000g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0324;Scale Numérique 20 /3200g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0325;Scale Numérique 20 /3200g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0330;Pressure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0331;Pressure sensor / 0/10 bar (Tol:+/- 0,1% FS);Conforme
PLAST-60;CCAL0332;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0333;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0334;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0335;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0336;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0337;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0338;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0340;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0341;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0343;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0344;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0349;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0350;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0351;Temperature recorder / -100/1300°C (Tol:1 %);Conforme
PLAST-60;CCAL0352;Presseure sensor / -1/25 bar (Tol:± 0,5 % FS);Conforme
PLAST-60;CCAL0353;Presseure sensor / -1/25 bar (Tol:± 0,5 % FS);Conforme
PLAST-60;CCAL0354;Stabilised power supply - REVOIR GAMME CONSTRUCTEUR (Tol:REVOIR TOLERANCE CONSTRUCTEUR);Conforme
PLAST-60;CCAL0355;Stabilised power supply - REVOIR GAMME CONSTRUCTEUR (Tol:REVOIR TOLERANCE CONSTRUCTEUR);Conforme
PLAST-60;CCAL0356;Presseure sensor / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0357;Presseure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0358;Presseure sensor / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0359;Presseure sensor / -1/+15Bar (Tol:+/-0,5% FS);Conforme
PLAST-60;CCAL0360;Presseure sensor / -1/+15Bar (Tol:+/-0,5% FS);Non conforme
PLAST-60;CCAL0361;Presseure sensor / 0,2 / + 26 bar abs (Tol:± 0,05 %);Conforme
PLAST-60;CCAL0365;Stabilised power supply / 0-20V0-38 A (Tol:± 0,5 V± 0,1216 A);Conforme
PLAST-60;CCAL0366;Clamb ammeter / 0/30A (Tol:+/- 0,37A);Conforme
PLAST-60;CCAL0367;Clamb ammeter / 0/30A (Tol:+/- 0,37A);Conforme
PLAST-60;CCAL0368;Clamb ammeter / 0/30A (Tol:+/- 0,37A);Conforme
PLAST-60;CCAL0372;Oscilloscope / GAMME CONSTRUCTEUR (Tol: TOLERANCE CONSTRUCTEUR);Conforme
PLAST-60;CCAL0374;Scale Numérique 20 /3000g (Tol:± 0,05 g);Conforme
PLAST-60;CCAL0379;Refractometer / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CCAL0386;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0387;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0388;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0389;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0390;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0391;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0392;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0393;Pressure sensor / -1/16 Bar (Tol:+/-0,25 %FS);Conforme
PLAST-60;CCAL0408;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0421;Stabilised power supply / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CCAL0422;Climatical chamber / -60/55°C (Tol:± 2°C);Conforme
PLAST-60;CCAL0430;Digital manometer / 0/+25 mbar (Tol:±0,1 mbar);Conforme
PLAST-60;CCAL0432;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0433;NI 9205 / -10/10 V-5/5 V-1/1 V-0,2/0,2 V (Tol:± 6,23 mV± 3,23 mV± 0,69 mV± 0,174 mV);Conforme
PLAST-60;CCAL0436;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0437;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0438;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0439;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0440;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0441;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0442;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0443;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0444;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0445;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0446;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0447;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0448;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0449;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0450;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0451;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CCAL0452;Thermocouple TYPE K -40/+200 °C (Tol:±2 °C);Conforme
